Class;Method1;Method2;Type;Param1;Param2;Cloned text;Legit?
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);@param;long channelPosition;long channelPosition;position to read from;true
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;FileChannel channel;FileChannel channel;channel to read from;true
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;long channelPosition;long channelPosition;position to read from;true
org.elasticsearch.common.io.Channels;int readFromFileChannel(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);@param;FileChannel channel;FileChannel channel;channel to read from;true
org.elasticsearch.common.io.Channels;int readFromFileChannel(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);@param;long channelPosition;long channelPosition;position to read from;true
org.elasticsearch.common.io.Channels;int readFromFileChannel(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@return;;;total bytes read or -1 if an attempt was made to read past EOF. The method always tries to read all the bytes that will fit in the destination byte buffer.;true
org.elasticsearch.common.io.Channels;int readFromFileChannel(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;FileChannel channel;FileChannel channel;channel to read from;true
org.elasticsearch.common.io.Channels;int readFromFileChannel(FileChannel channel, long channelPosition, byte[] dest, int destOffset, int length);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;long channelPosition;long channelPosition;position to read from;true
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;FileChannel channel;FileChannel channel;channel to read from;true
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;long channelPosition;long channelPosition;position to read from;true
org.elasticsearch.common.io.Channels;void readFromFileChannelWithEofException(FileChannel channel, long channelPosition, ByteBuffer dest);int readFromFileChannel(FileChannel channel, long channelPosition, ByteBuffer dest);@param;ByteBuffer dest;ByteBuffer dest;destination java.nio.ByteBuffer to put data in;true
org.elasticsearch.common.io.Channels;void writeToChannel(byte[] source, WritableByteChannel channel);void writeToChannel(byte[] source, int offset, int length, WritableByteChannel channel);Free text;;;Writes part of a byte array to a {@link java.nio.channels.WritableByteChannel} ;true
org.elasticsearch.common.io.Channels;void writeToChannel(byte[] source, WritableByteChannel channel);void writeToChannel(byte[] source, int offset, int length, WritableByteChannel channel);@param;byte[] source;byte[] source;byte array to copy from;true
org.elasticsearch.common.io.Channels;void writeToChannel(byte[] source, WritableByteChannel channel);void writeToChannel(byte[] source, int offset, int length, WritableByteChannel channel);@param;WritableByteChannel channel;WritableByteChannel channel;target WritableByteChannel;true
org.elasticsearch.common.io.FastCharArrayReader; FastCharArrayReader(char[] buf); FastCharArrayReader(char[] buf, int offset, int length);@param;char[] buf;char[] buf;Input buffer (not copied);true
org.elasticsearch.common.io.FastCharArrayReader;int read();int read(char[] b, int off, int len);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read();boolean ready();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read();void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read();void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read(char[] b, int off, int len);boolean ready();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read(char[] b, int off, int len);void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;int read(char[] b, int off, int len);void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;boolean ready();void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;boolean ready();void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastCharArrayReader;void mark(int readAheadLimit);void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read();int read(char[] cbuf, int off, int len);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read();long skip(long ns);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read();void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read();void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read(char[] cbuf, int off, int len);long skip(long ns);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read(char[] cbuf, int off, int len);void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;int read(char[] cbuf, int off, int len);void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;long skip(long ns);void mark(int readAheadLimit);@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;long skip(long ns);void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.FastStringReader;void mark(int readAheadLimit);void reset();@throws;;;If an I/O error occurs;true
org.elasticsearch.common.io.Streams;long copy(InputStream in, OutputStream out, byte[] buffer);void copy(byte[] in, OutputStream out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;long copy(InputStream in, OutputStream out, byte[] buffer);int copy(Reader in, Writer out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;long copy(InputStream in, OutputStream out, byte[] buffer);void copy(String in, Writer out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;long copy(InputStream in, OutputStream out, byte[] buffer);String copyToString(Reader in);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;void copy(byte[] in, OutputStream out);int copy(Reader in, Writer out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;void copy(byte[] in, OutputStream out);void copy(String in, Writer out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;void copy(byte[] in, OutputStream out);String copyToString(Reader in);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;int copy(Reader in, Writer out);void copy(String in, Writer out);@param;Writer out;Writer out;the Writer to copy to;true
org.elasticsearch.common.io.Streams;int copy(Reader in, Writer out);void copy(String in, Writer out);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;int copy(Reader in, Writer out);String copyToString(Reader in);@throws;;;in case of I/O errors;true
org.elasticsearch.common.io.Streams;void copy(String in, Writer out);String copyToString(Reader in);@throws;;;in case of I/O errors;true
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(double longitude, double latitude);E coordinate(Coordinate coordinate);Free text;;;Add a new coordinate to the collection ;true
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(double longitude, double latitude);E coordinate(Coordinate coordinate);@return;;;this;true
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(double longitude, double latitude);E coordinates(Coordinate coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(double longitude, double latitude);E coordinates(Collection coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(Coordinate coordinate);E coordinates(Coordinate coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinate(Coordinate coordinate);E coordinates(Collection coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinates(Coordinate coordinates);E coordinates(Collection coordinates);@return;;;this;true
org.elasticsearch.common.geo.builders.CoordinateCollection;E coordinates(Coordinate coordinates);E coordinates(Collection coordinates);@param;Coordinate coordinates;Collection<? extends Coordinate> coordinates;array of Coordinates to add;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(Coordinate center);CircleBuilder center(double lon, double lat);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(Coordinate center);CircleBuilder radius(String radius);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(Coordinate center);CircleBuilder radius(Distance radius);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(Coordinate center);CircleBuilder radius(double radius, String unit);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(Coordinate center);CircleBuilder radius(double radius, DistanceUnit unit);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(double lon, double lat);CircleBuilder radius(String radius);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(double lon, double lat);CircleBuilder radius(Distance radius);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(double lon, double lat);CircleBuilder radius(double radius, String unit);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder center(double lon, double lat);CircleBuilder radius(double radius, DistanceUnit unit);@return;;;this;false
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(String radius);CircleBuilder radius(Distance radius);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(String radius);CircleBuilder radius(double radius, String unit);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(String radius);CircleBuilder radius(double radius, DistanceUnit unit);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(Distance radius);CircleBuilder radius(double radius, String unit);Free text;;;Set the radius of the circle ;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(Distance radius);CircleBuilder radius(double radius, String unit);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(Distance radius);CircleBuilder radius(double radius, DistanceUnit unit);Free text;;;Set the radius of the circle ;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(Distance radius);CircleBuilder radius(double radius, DistanceUnit unit);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(double radius, String unit);CircleBuilder radius(double radius, DistanceUnit unit);Free text;;;Set the radius of the circle ;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(double radius, String unit);CircleBuilder radius(double radius, DistanceUnit unit);@return;;;this;true
org.elasticsearch.common.geo.builders.CircleBuilder;CircleBuilder radius(double radius, String unit);CircleBuilder radius(double radius, DistanceUnit unit);@param;double radius;double radius;value of the circles radius;true
org.elasticsearch.common.geo.builders.PolygonBuilder;PolygonBuilder hole(LineStringBuilder hole);PolygonBuilder hole(LineStringBuilder hole, boolean coerce);Free text;;;Add a new hole to the polygon ;true
org.elasticsearch.common.geo.builders.PolygonBuilder;PolygonBuilder hole(LineStringBuilder hole);PolygonBuilder hole(LineStringBuilder hole, boolean coerce);@return;;;this;true
org.elasticsearch.common.geo.builders.PolygonBuilder;PolygonBuilder hole(LineStringBuilder hole);PolygonBuilder hole(LineStringBuilder hole, boolean coerce);@param;LineStringBuilder hole;LineStringBuilder hole;linear ring defining the hole;true
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(Coordinate coordinate);CoordinatesBuilder coordinate(double longitude, double latitude);Free text;;;Add a new coordinate to the collection ;true
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(Coordinate coordinate);CoordinatesBuilder coordinate(double longitude, double latitude);@return;;;this;true
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(Coordinate coordinate);CoordinatesBuilder coordinates(Coordinate coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(Coordinate coordinate);CoordinatesBuilder coordinates(Collection coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(double longitude, double latitude);CoordinatesBuilder coordinates(Coordinate coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinate(double longitude, double latitude);CoordinatesBuilder coordinates(Collection coordinates);@return;;;this;false
org.elasticsearch.common.geo.builders.CoordinatesBuilder;CoordinatesBuilder coordinates(Coordinate coordinates);CoordinatesBuilder coordinates(Collection coordinates);@return;;;this;true
org.elasticsearch.common.geo.builders.ShapeBuilder;ShapeBuilder parse(XContentParser parser);ShapeBuilder parse(XContentParser parser, GeoShapeFieldMapper geoDocMapper);Free text;;;Create a new {@link ShapeBuilder} from {@link XContent} ;true
org.elasticsearch.common.geo.builders.ShapeBuilder;ShapeBuilder parse(XContentParser parser);ShapeBuilder parse(XContentParser parser, GeoShapeFieldMapper geoDocMapper);@return;;;ShapeBuilder read from the parser or null if the parsers current token has been null;true
org.elasticsearch.common.geo.builders.ShapeBuilder;ShapeBuilder parse(XContentParser parser);ShapeBuilder parse(XContentParser parser, GeoShapeFieldMapper geoDocMapper);@param;XContentParser parser;XContentParser parser;parser to read the GeoShape from;true
org.elasticsearch.common.geo.builders.ShapeBuilder;ShapeBuilder parse(XContentParser parser);ShapeBuilder parse(XContentParser parser, GeoShapeFieldMapper geoDocMapper);@throws;;;if the input could not be read;true
org.elasticsearch.common.geo.builders.ShapeBuilders;PointBuilder newPoint(double longitude, double latitude);PointBuilder newPoint(Coordinate coordinate);@return;;;a new PointBuilder;true
org.elasticsearch.common.geo.builders.ShapeBuilders;LineStringBuilder newLineString(List list);LineStringBuilder newLineString(CoordinatesBuilder coordinates);Whole;;;Create a new lineString   @return a new LineStringBuilder ;false
org.elasticsearch.common.geo.builders.ShapeBuilders;PolygonBuilder newPolygon(List shell);PolygonBuilder newPolygon(CoordinatesBuilder shell);Whole;;;Create a new PolygonBuilder   @return a new PolygonBuilder ;false
org.elasticsearch.common.geo.builders.ShapeBuilders;MultiPolygonBuilder newMultiPolygon();MultiPolygonBuilder newMultiPolygon(ShapeBuilder.Orientation orientation);Whole;;;Create a new Collection of polygons   @return a new MultiPolygonBuilder ;false
org.elasticsearch.common.geo.GeoHashUtils;Rectangle bbox(String geohash);Collection neighbors(String geohash);@param;String geohash;String geohash;Geohash of the defined cell;true
org.elasticsearch.common.geo.GeoHashUtils;E addNeighbors(String geohash, E neighbors);E addNeighbors(String geohash, int length, E neighbors);Free text;;;Add all geohashes of the cells next to a given geohash to a list. ;true
org.elasticsearch.common.geo.GeoHashUtils;E addNeighbors(String geohash, E neighbors);E addNeighbors(String geohash, int length, E neighbors);@return;;;the given list;true
org.elasticsearch.common.geo.GeoHashUtils;E addNeighbors(String geohash, E neighbors);E addNeighbors(String geohash, int length, E neighbors);@param;String geohash;String geohash;Geohash of a specified cell;true
org.elasticsearch.common.geo.GeoHashUtils;E addNeighbors(String geohash, E neighbors);E addNeighbors(String geohash, int length, E neighbors);@param;E neighbors;E neighbors;list to add the neighbors to;true
org.elasticsearch.common.geo.GeoUtils;double geoHashCellWidth(int level);double quadTreeCellWidth(int level);@return;;;the width of cells at level in meters;false
org.elasticsearch.common.geo.GeoUtils;double geoHashCellWidth(int level);double geoHashCellHeight(int level);@param;int level;int level;geohash level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double geoHashCellWidth(int level);double geoHashCellSize(int level);@param;int level;int level;geohash level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double quadTreeCellWidth(int level);double quadTreeCellHeight(int level);@param;int level;int level;quadtree level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double quadTreeCellWidth(int level);double quadTreeCellSize(int level);@param;int level;int level;quadtree level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double geoHashCellHeight(int level);double quadTreeCellHeight(int level);@return;;;the height of cells at level in meters;false
org.elasticsearch.common.geo.GeoUtils;double geoHashCellHeight(int level);double geoHashCellSize(int level);@param;int level;int level;geohash level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double quadTreeCellHeight(int level);double quadTreeCellSize(int level);@param;int level;int level;quadtree level must be greater or equal to zero;true
org.elasticsearch.common.geo.GeoUtils;double geoHashCellSize(int level);double quadTreeCellSize(int level);@return;;;the size of cells at level in meters;false
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(double meters);int quadTreeLevelsForPrecision(String distance);@return;;;levels need to achieve precision;true
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(double meters);int geoHashLevelsForPrecision(double meters);@return;;;levels need to achieve precision;false
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(double meters);int geoHashLevelsForPrecision(String distance);@return;;;levels need to achieve precision;false
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(String distance);int geoHashLevelsForPrecision(double meters);@return;;;levels need to achieve precision;false
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(String distance);int geoHashLevelsForPrecision(String distance);@return;;;levels need to achieve precision;false
org.elasticsearch.common.geo.GeoUtils;int quadTreeLevelsForPrecision(String distance);int geoHashLevelsForPrecision(String distance);@param;String distance;String distance;Maximum size of cells as unit string (must greater or equal to zero);true
org.elasticsearch.common.geo.GeoUtils;int geoHashLevelsForPrecision(double meters);int geoHashLevelsForPrecision(String distance);Free text;;;Calculate the number of levels needed for a specific precision. GeoHash cells will not exceed the specified size (diagonal) of the precision. ;true
org.elasticsearch.common.geo.GeoUtils;int geoHashLevelsForPrecision(double meters);int geoHashLevelsForPrecision(String distance);@return;;;levels need to achieve precision;true
org.elasticsearch.common.geo.GeoUtils;void normalizePoint(GeoPoint point);void normalizePoint(GeoPoint point, boolean normLat, boolean normLon);@param;GeoPoint point;GeoPoint point;The point to normalize in-place.;true
org.elasticsearch.common.geo.GeoUtils;GeoPoint parseGeoPoint(XContentParser parser);GeoPoint parseGeoPoint(XContentParser parser, GeoPoint point);@return;;;new GeoPoint parsed from the parse;true
org.elasticsearch.common.geo.GeoUtils;GeoPoint parseGeoPoint(XContentParser parser);GeoPoint parseGeoPoint(XContentParser parser, GeoPoint point);@param;XContentParser parser;XContentParser parser;XContentParser to parse the value from;true
org.elasticsearch.common.regex.Regex;boolean simpleMatch(String pattern, String str);boolean simpleMatch(String[] patterns, String str);@param;String str;String str;the String to match;true
org.elasticsearch.common.Numbers;short bytesToShort(byte[] arr);int bytesToInt(byte[] arr);@return;;;The int converted;false
org.elasticsearch.common.Numbers;byte[] intToBytes(int val);byte[] shortToBytes(int val);Whole;;;Converts an int to a byte array.  @param The int to convert to a byte array @return The byte array converted ;false
org.elasticsearch.common.Numbers;byte[] intToBytes(int val);byte[] longToBytes(long val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] intToBytes(int val);byte[] floatToBytes(float val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] intToBytes(int val);byte[] doubleToBytes(double val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] shortToBytes(int val);byte[] longToBytes(long val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] shortToBytes(int val);byte[] floatToBytes(float val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] shortToBytes(int val);byte[] doubleToBytes(double val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] longToBytes(long val);byte[] floatToBytes(float val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] longToBytes(long val);byte[] doubleToBytes(double val);@return;;;The byte array converted;false
org.elasticsearch.common.Numbers;byte[] floatToBytes(float val);byte[] doubleToBytes(double val);@return;;;The byte array converted;false
org.elasticsearch.common.logging.DeprecationLogger;void setThreadContext(ThreadContext threadContext);void removeThreadContext(ThreadContext threadContext);@param;ThreadContext threadContext;ThreadContext threadContext;The thread context owned by the ThreadPool (and implicitly a Node);true
org.elasticsearch.action.bulk.Retry;void withBackoff(BiConsumer consumer, BulkRequest bulkRequest, ActionListener listener, Settings settings);PlainActionFuture withBackoff(BiConsumer consumer, BulkRequest bulkRequest, Settings settings);@param;BiConsumer<BulkRequest,ActionListener<BulkResponse>> consumer;BiConsumer<BulkRequest,ActionListener<BulkResponse>> consumer;The consumer to which apply the request and listener;true
org.elasticsearch.action.bulk.Retry;void withBackoff(BiConsumer consumer, BulkRequest bulkRequest, ActionListener listener, Settings settings);PlainActionFuture withBackoff(BiConsumer consumer, BulkRequest bulkRequest, Settings settings);@param;BulkRequest bulkRequest;BulkRequest bulkRequest;The bulk request that should be executed.;true
org.elasticsearch.action.bulk.Retry;void withBackoff(BiConsumer consumer, BulkRequest bulkRequest, ActionListener listener, Settings settings);PlainActionFuture withBackoff(BiConsumer consumer, BulkRequest bulkRequest, Settings settings);@param;Settings settings;Settings settings;settings;true
org.elasticsearch.action.bulk.BulkRequestBuilder;BulkRequestBuilder add(IndexRequest request);BulkRequestBuilder add(IndexRequestBuilder request);Whole;;;Adds an {@link IndexRequest} to the list of actions to execute. Follows the same behavior of {@link IndexRequest} (for example, if no id is provided, one will be generated, or usage of the create flag).    ;false
org.elasticsearch.action.bulk.BulkRequestBuilder;BulkRequestBuilder add(DeleteRequest request);BulkRequestBuilder add(DeleteRequestBuilder request);Whole;;;Adds an {@link DeleteRequest} to the list of actions to execute.    ;false
org.elasticsearch.action.bulk.BulkRequestBuilder;BulkRequestBuilder add(UpdateRequest request);BulkRequestBuilder add(UpdateRequestBuilder request);Whole;;;Adds an {@link UpdateRequest} to the list of actions to execute.    ;false
org.elasticsearch.action.bulk.BulkRequestBuilder;BulkRequestBuilder add(byte[] data, int from, int length, XContentType xContentType);BulkRequestBuilder add(byte[] data, int from, int length, String defaultIndex, String defaultType, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequestBuilder;BulkRequestBuilder setTimeout(TimeValue timeout);BulkRequestBuilder setTimeout(String timeout);Whole;;;A timeout to wait if the index operation can't be performed immediately. Defaults to <tt>1m</tt>.    ;false
org.elasticsearch.action.bulk.BackoffPolicy;BackoffPolicy constantBackoff(TimeValue delay, int maxNumberOfRetries);BackoffPolicy exponentialBackoff(TimeValue initialDelay, int maxNumberOfRetries);@param;int maxNumberOfRetries;int maxNumberOfRetries;The maximum number of retries. Must be a non-negative number.;true
org.elasticsearch.action.bulk.BackoffPolicy;BackoffPolicy exponentialBackoff();BackoffPolicy exponentialBackoff(TimeValue initialDelay, int maxNumberOfRetries);@return;;;A backoff policy with an exponential increase in wait time for retries. The returned instance is thread safe but each iterator created from it should only be used by a single thread.;true
org.elasticsearch.action.bulk.BulkProcessor;BulkProcessor add(BytesReference data, String defaultIndex, String defaultType, XContentType xContentType);BulkProcessor add(BytesReference data, String defaultIndex, String defaultType, String defaultPipeline, Object payload, XContentType xContentType);Whole;;;Adds the data from the bytes to be processed by the bulk processor    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(DocWriteRequest requests);BulkRequest add(Iterable requests);Whole;;;Adds a list of requests to be executed. Either index or delete requests.    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(byte[] data, int from, int length, XContentType xContentType);BulkRequest add(byte[] data, int from, int length, String defaultIndex, String defaultType, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(byte[] data, int from, int length, XContentType xContentType);BulkRequest add(BytesReference data, String defaultIndex, String defaultType, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(byte[] data, int from, int length, XContentType xContentType);BulkRequest add(BytesReference data, String defaultIndex, String defaultType, boolean allowExplicitIndex, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(byte[] data, int from, int length, String defaultIndex, String defaultType, XContentType xContentType);BulkRequest add(BytesReference data, String defaultIndex, String defaultType, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(byte[] data, int from, int length, String defaultIndex, String defaultType, XContentType xContentType);BulkRequest add(BytesReference data, String defaultIndex, String defaultType, boolean allowExplicitIndex, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest add(BytesReference data, String defaultIndex, String defaultType, XContentType xContentType);BulkRequest add(BytesReference data, String defaultIndex, String defaultType, boolean allowExplicitIndex, XContentType xContentType);Whole;;;Adds a framed data in binary format    ;false
org.elasticsearch.action.bulk.BulkRequest;BulkRequest timeout(TimeValue timeout);BulkRequest timeout(String timeout);Whole;;;A timeout to wait if the index operation can't be performed immediately. Defaults to <tt>1m</tt>.    ;false
org.elasticsearch.action.explain.ExplainRequestBuilder;ExplainRequestBuilder setFetchSource(String include, String exclude);ExplainRequestBuilder setFetchSource(String[] includes, String[] excludes);Free text;;;Indicate that _source should be returned, with an "include" and/or "exclude" set which can include simple wildcard elements. ;true
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(XContentBuilder source);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(Map source);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(Map source, XContentType contentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(String source, XContentType xContentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(byte[] source, XContentType xContentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(IndexRequest indexRequest);UpdateRequestBuilder setDoc(byte[] source, int offset, int length, XContentType xContentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(XContentBuilder source);UpdateRequestBuilder setDoc(Map source);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(XContentBuilder source);UpdateRequestBuilder setDoc(Map source, XContentType contentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(XContentBuilder source);UpdateRequestBuilder setDoc(String source, XContentType xContentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
org.elasticsearch.action.update.UpdateRequestBuilder;UpdateRequestBuilder setDoc(XContentBuilder source);UpdateRequestBuilder setDoc(byte[] source, XContentType xContentType);Whole;;;Sets the doc to use for updates when a script is not specified.    ;false
